66 , 0.0018630027770996094
80 , 7.53686785697937
102 , 7.538070917129517
66 , 7.538636684417725
80 , 9.5562744140625
105 , 9.557245969772339
66 , 9.557698726654053
80 , 11.998374938964844
105 , 11.999507904052734
66 , 12.00002408027649
80 , 13.228846788406372
105 , 13.229860067367554
66 , 13.230397939682007
80 , 16.255436658859253
105 , 16.25643801689148
66 , 16.25692105293274
80 , 18.999401330947876
105 , 19.000633001327515
66 , 19.00131368637085
80 , 20.998515605926514
105 , 20.99988603591919
66 , 21.0004243850708
80 , 22.999608993530273
105 , 23.00063180923462
66 , 23.001250505447388
80 , 24.998334169387817
105 , 24.999478101730347
66 , 25.000064373016357
81 , 27.114051342010498
106 , 27.115131855010986
66 , 27.11571431159973
80 , 43.64745378494263
106 , 43.64847660064697
106 , 43.85497260093689
106 , 44.06298470497131
106 , 44.48293900489807
106 , 45.314990758895874
80 , 45.6629753112793
105 , 45.66396379470825
66 , 45.66440749168396
80 , 47.998347997665405
105 , 47.99964642524719
66 , 48.00050067901611
80 , 49.99952006340027
105 , 50.00073575973511
105 , 50.27490496635437
78 , 50.27546548843384
80 , 55.33098030090332
105 , 55.33211588859558
80 , 55.53884816169739
105 , 55.53987789154053
105 , 55.874900102615356
105 , 56.290838956832886
105 , 57.12295913696289
78 , 57.123682737350464
86 , 145.6149525642395
66 , 145.61532044410706
80 , 162.24296379089355
105 , 162.24390578269958
146 , 162.2443299293518
229 , 162.24534726142883
66 , 162.24578976631165
83 , 222.99906754493713
111 , 222.99958443641663
66 , 222.99977445602417
83 , 282.99895310401917
111 , 282.9994144439697
66 , 282.9995422363281
83 , 342.9991729259491
111 , 342.9999268054962
66 , 343.00011801719666
83 , 402.99901390075684
111 , 402.99941897392273
66 , 402.9995536804199
83 , 462.99960684776306
111 , 463.00058341026306
66 , 463.0011639595032
83 , 522.998952627182
111 , 522.9992775917053
66 , 522.9993908405304
83 , 582.9995875358582
111 , 583.0006551742554
66 , 583.0011279582977
83 , 642.9996135234833
111 , 643.0006632804871
66 , 643.0013017654419
83 , 702.9995665550232
111 , 703.0006563663483
66 , 703.0023393630981
